tag,scenario_token,lidar_token,metric,idm,diff,gap
medium_magnitude_speed,0ffdeabd39a457af,4f6742d07ae258f5,driving_direction_compliance,1.0,1.0,0.0
medium_magnitude_speed,0ffdeabd39a457af,4f6742d07ae258f5,no_ego_at_fault_collisions,1.0,0.5,0.5
medium_magnitude_speed,0ffdeabd39a457af,4f6742d07ae258f5,ego_is_making_progress,1.0,1.0,0.0
stationary,fb8ffca9a6fc5197,aac3c698b44f51ae,ego_is_comfortable,1.0,1.0,0.0
stationary,fb8ffca9a6fc5197,aac3c698b44f51ae,ego_progress_along_expert_route,1.0,1.0,0.0
stationary,fb8ffca9a6fc5197,aac3c698b44f51ae,speed_limit_compliance,1.0,1.0,0.0
stationary,fb8ffca9a6fc5197,aac3c698b44f51ae,time_to_collision_within_bound,1.0,1.0,0.0
stationary,fb8ffca9a6fc5197,aac3c698b44f51ae,driving_direction_compliance,1.0,1.0,0.0
stationary,fb8ffca9a6fc5197,aac3c698b44f51ae,no_ego_at_fault_collisions,1.0,1.0,0.0
stationary,fb8ffca9a6fc5197,aac3c698b44f51ae,ego_is_making_progress,1.0,1.0,0.0
high_magnitude_speed,e0817ac359cc5a0f,b6b1d58bf7a352a3,ego_is_comfortable,1.0,1.0,0.0
high_magnitude_speed,e0817ac359cc5a0f,b6b1d58bf7a352a3,ego_progress_along_expert_route,1.0,1.0,0.0
high_magnitude_speed,e0817ac359cc5a0f,b6b1d58bf7a352a3,speed_limit_compliance,1.0,1.0,0.0
high_magnitude_speed,e0817ac359cc5a0f,b6b1d58bf7a352a3,time_to_collision_within_bound,1.0,1.0,0.0
high_magnitude_speed,e0817ac359cc5a0f,b6b1d58bf7a352a3,driving_direction_compliance,1.0,1.0,0.0
high_magnitude_speed,e0817ac359cc5a0f,b6b1d58bf7a352a3,no_ego_at_fault_collisions,1.0,1.0,0.0
high_magnitude_speed,e0817ac359cc5a0f,b6b1d58bf7a352a3,ego_is_making_progress,1.0,1.0,0.0
accelerating_at_traffic_light_with_lead,94d4f56a5e4d528f,3602b606ad8b5022,ego_is_comfortable,1.0,1.0,0.0
accelerating_at_traffic_light_with_lead,94d4f56a5e4d528f,3602b606ad8b5022,ego_progress_along_expert_route,0.6332371395486117,0.9251854876612733,-0.29194834811266157
accelerating_at_traffic_light_with_lead,94d4f56a5e4d528f,3602b606ad8b5022,speed_limit_compliance,1.0,1.0,0.0
accelerating_at_traffic_light_with_lead,94d4f56a5e4d528f,3602b606ad8b5022,time_to_collision_within_bound,1.0,1.0,0.0
accelerating_at_traffic_light_with_lead,94d4f56a5e4d528f,3602b606ad8b5022,driving_direction_compliance,1.0,1.0,0.0
accelerating_at_traffic_light_with_lead,94d4f56a5e4d528f,3602b606ad8b5022,no_ego_at_fault_collisions,1.0,1.0,0.0
accelerating_at_traffic_light_with_lead,94d4f56a5e4d528f,3602b606ad8b5022,ego_is_making_progress,1.0,1.0,0.0
near_pedestrian_on_crosswalk,cc1164c892c8521e,1eb986548f665ec6,ego_is_comfortable,1.0,1.0,0.0
near_pedestrian_on_crosswalk,cc1164c892c8521e,1eb986548f665ec6,ego_progress_along_expert_route,1.0,0.9359955717115283,0.06400442828847175
near_pedestrian_on_crosswalk,cc1164c892c8521e,1eb986548f665ec6,speed_limit_compliance,1.0,1.0,0.0
near_pedestrian_on_crosswalk,cc1164c892c8521e,1eb986548f665ec6,time_to_collision_within_bound,1.0,1.0,0.0
near_pedestrian_on_crosswalk,cc1164c892c8521e,1eb986548f665ec6,driving_direction_compliance,1.0,1.0,0.0
near_pedestrian_on_crosswalk,cc1164c892c8521e,1eb986548f665ec6,no_ego_at_fault_collisions,1.0,1.0,0.0
near_pedestrian_on_crosswalk,cc1164c892c8521e,1eb986548f665ec6,ego_is_making_progress,1.0,1.0,0.0
medium_magnitude_speed,a45d3d0f4b9255cc,3d7493872b9c5bd8,ego_is_comfortable,1.0,1.0,0.0
medium_magnitude_speed,a45d3d0f4b9255cc,3d7493872b9c5bd8,ego_progress_along_expert_route,1.0,0.258364949801112,0.741635050198888
medium_magnitude_speed,a45d3d0f4b9255cc,3d7493872b9c5bd8,speed_limit_compliance,1.0,1.0,0.0
medium_magnitude_speed,a45d3d0f4b9255cc,3d7493872b9c5bd8,time_to_collision_within_bound,1.0,1.0,0.0
medium_magnitude_speed,a45d3d0f4b9255cc,3d7493872b9c5bd8,driving_direction_compliance,1.0,1.0,0.0
medium_magnitude_speed,a45d3d0f4b9255cc,3d7493872b9c5bd8,no_ego_at_fault_collisions,1.0,1.0,0.0
medium_magnitude_speed,a45d3d0f4b9255cc,3d7493872b9c5bd8,ego_is_making_progress,1.0,1.0,0.0
on_pickup_dropoff,5f8f981de1195819,ce10959a39b5538e,ego_is_comfortable,1.0,1.0,0.0
on_pickup_dropoff,5f8f981de1195819,ce10959a39b5538e,ego_progress_along_expert_route,0.6345258616703361,0.7476520310571502,-0.11312616938681408
on_pickup_dropoff,5f8f981de1195819,ce10959a39b5538e,speed_limit_compliance,1.0,1.0,0.0
on_pickup_dropoff,5f8f981de1195819,ce10959a39b5538e,time_to_collision_within_bound,1.0,1.0,0.0
on_pickup_dropoff,5f8f981de1195819,ce10959a39b5538e,driving_direction_compliance,1.0,1.0,0.0
on_pickup_dropoff,5f8f981de1195819,ce10959a39b5538e,no_ego_at_fault_collisions,1.0,1.0,0.0
on_pickup_dropoff,5f8f981de1195819,ce10959a39b5538e,ego_is_making_progress,1.0,1.0,0.0
stationary,5a7e61de85655d5e,743cc4174523503a,ego_is_comfortable,1.0,1.0,0.0
stationary,5a7e61de85655d5e,743cc4174523503a,ego_progress_along_expert_route,1.0,1.0,0.0
stationary,5a7e61de85655d5e,743cc4174523503a,speed_limit_compliance,1.0,1.0,0.0
stationary,5a7e61de85655d5e,743cc4174523503a,time_to_collision_within_bound,1.0,1.0,0.0
stationary,5a7e61de85655d5e,743cc4174523503a,driving_direction_compliance,1.0,1.0,0.0
stationary,5a7e61de85655d5e,743cc4174523503a,no_ego_at_fault_collisions,1.0,1.0,0.0
stationary,5a7e61de85655d5e,743cc4174523503a,ego_is_making_progress,1.0,1.0,0.0
on_stopline_crosswalk,2e1639bf34b45aa7,6a31e7a82c9b588d,ego_is_comfortable,0.0,1.0,-1.0
on_stopline_crosswalk,2e1639bf34b45aa7,6a31e7a82c9b588d,ego_progress_along_expert_route,1.0,0.9383275023812127,0.06167249761878735
on_stopline_crosswalk,2e1639bf34b45aa7,6a31e7a82c9b588d,speed_limit_compliance,1.0,1.0,0.0
on_stopline_crosswalk,2e1639bf34b45aa7,6a31e7a82c9b588d,time_to_collision_within_bound,0.0,0.0,0.0
on_stopline_crosswalk,2e1639bf34b45aa7,6a31e7a82c9b588d,driving_direction_compliance,1.0,1.0,0.0
on_stopline_crosswalk,2e1639bf34b45aa7,6a31e7a82c9b588d,no_ego_at_fault_collisions,1.0,1.0,0.0
on_stopline_crosswalk,2e1639bf34b45aa7,6a31e7a82c9b588d,ego_is_making_progress,1.0,1.0,0.0
on_pickup_dropoff,e023879e25fd5106,7229d0349b7453e7,ego_is_comfortable,1.0,1.0,0.0
on_pickup_dropoff,e023879e25fd5106,7229d0349b7453e7,ego_progress_along_expert_route,1.0,0.9871486294790072,0.012851370520992833
on_pickup_dropoff,e023879e25fd5106,7229d0349b7453e7,speed_limit_compliance,0.866449466894542,0.9362842652585333,-0.0698347983639912
on_pickup_dropoff,e023879e25fd5106,7229d0349b7453e7,time_to_collision_within_bound,1.0,0.0,1.0
on_pickup_dropoff,e023879e25fd5106,7229d0349b7453e7,driving_direction_compliance,1.0,1.0,0.0
on_pickup_dropoff,e023879e25fd5106,7229d0349b7453e7,no_ego_at_fault_collisions,1.0,0.5,0.5
on_pickup_dropoff,e023879e25fd5106,7229d0349b7453e7,ego_is_making_progress,1.0,1.0,0.0
high_magnitude_speed,986fb7485950534c,4bfb8664e026587c,ego_is_comfortable,1.0,1.0,0.0
high_magnitude_speed,986fb7485950534c,4bfb8664e026587c,ego_progress_along_expert_route,0.9619486803734089,1.0,-0.03805131962659114
high_magnitude_speed,986fb7485950534c,4bfb8664e026587c,speed_limit_compliance,1.0,1.0,0.0
high_magnitude_speed,986fb7485950534c,4bfb8664e026587c,time_to_collision_within_bound,1.0,0.0,1.0
high_magnitude_speed,986fb7485950534c,4bfb8664e026587c,driving_direction_compliance,1.0,1.0,0.0
high_magnitude_speed,986fb7485950534c,4bfb8664e026587c,no_ego_at_fault_collisions,1.0,0.0,1.0
high_magnitude_speed,986fb7485950534c,4bfb8664e026587c,ego_is_making_progress,1.0,1.0,0.0
high_magnitude_speed,fdab35e465d1528f,260d68975b2853a6,ego_is_comfortable,1.0,1.0,0.0
high_magnitude_speed,fdab35e465d1528f,260d68975b2853a6,ego_progress_along_expert_route,0.3371304028182964,0.7435463133203973,-0.4064159105021009
high_magnitude_speed,fdab35e465d1528f,260d68975b2853a6,speed_limit_compliance,1.0,1.0,0.0
high_magnitude_speed,fdab35e465d1528f,260d68975b2853a6,time_to_collision_within_bound,0.0,1.0,-1.0
high_magnitude_speed,fdab35e465d1528f,260d68975b2853a6,driving_direction_compliance,1.0,1.0,0.0
high_magnitude_speed,fdab35e465d1528f,260d68975b2853a6,no_ego_at_fault_collisions,1.0,1.0,0.0
high_magnitude_speed,fdab35e465d1528f,260d68975b2853a6,ego_is_making_progress,1.0,1.0,0.0
low_magnitude_speed,6204d9eff4de5f7a,380ddd3bcd9c5b8b,ego_is_comfortable,1.0,1.0,0.0
low_magnitude_speed,6204d9eff4de5f7a,380ddd3bcd9c5b8b,ego_progress_along_expert_route,0.6166755376639913,0.9107859047359858,-0.29411036707199445
low_magnitude_speed,6204d9eff4de5f7a,380ddd3bcd9c5b8b,speed_limit_compliance,1.0,1.0,0.0
low_magnitude_speed,6204d9eff4de5f7a,380ddd3bcd9c5b8b,time_to_collision_within_bound,1.0,1.0,0.0
low_magnitude_speed,6204d9eff4de5f7a,380ddd3bcd9c5b8b,driving_direction_compliance,1.0,1.0,0.0
low_magnitude_speed,6204d9eff4de5f7a,380ddd3bcd9c5b8b,no_ego_at_fault_collisions,1.0,1.0,0.0
low_magnitude_speed,6204d9eff4de5f7a,380ddd3bcd9c5b8b,ego_is_making_progress,1.0,1.0,0.0
low_magnitude_speed,6dd24a241d8055ef,c49837d8072259f4,ego_is_comfortable,1.0,1.0,0.0
low_magnitude_speed,6dd24a241d8055ef,c49837d8072259f4,ego_progress_along_expert_route,1.0,0.8238783705265033,0.17612162947349674
low_magnitude_speed,6dd24a241d8055ef,c49837d8072259f4,speed_limit_compliance,1.0,1.0,0.0
low_magnitude_speed,6dd24a241d8055ef,c49837d8072259f4,time_to_collision_within_bound,0.0,1.0,-1.0
low_magnitude_speed,6dd24a241d8055ef,c49837d8072259f4,driving_direction_compliance,1.0,1.0,0.0
low_magnitude_speed,6dd24a241d8055ef,c49837d8072259f4,no_ego_at_fault_collisions,1.0,1.0,0.0
low_magnitude_speed,6dd24a241d8055ef,c49837d8072259f4,ego_is_making_progress,1.0,1.0,0.0
low_magnitude_speed,c8e40f0733cd5ef8,842f3d8e53ff5065,ego_is_comfortable,1.0,1.0,0.0
low_magnitude_speed,c8e40f0733cd5ef8,842f3d8e53ff5065,ego_progress_along_expert_route,0.42371247649766236,0.9936355575582069,-0.5699230810605445
low_magnitude_speed,c8e40f0733cd5ef8,842f3d8e53ff5065,speed_limit_compliance,1.0,1.0,0.0
low_magnitude_speed,c8e40f0733cd5ef8,842f3d8e53ff5065,time_to_collision_within_bound,1.0,1.0,0.0
low_magnitude_speed,c8e40f0733cd5ef8,842f3d8e53ff5065,driving_direction_compliance,1.0,1.0,0.0
low_magnitude_speed,c8e40f0733cd5ef8,842f3d8e53ff5065,no_ego_at_fault_collisions,1.0,1.0,0.0
low_magnitude_speed,c8e40f0733cd5ef8,842f3d8e53ff5065,ego_is_making_progress,1.0,1.0,0.0
high_magnitude_speed,986fb7485950534c,680655c0c17b53f9,ego_is_comfortable,1.0,1.0,0.0
high_magnitude_speed,986fb7485950534c,680655c0c17b53f9,ego_progress_along_expert_route,0.987725916677315,1.0,-0.012274083322684981
high_magnitude_speed,986fb7485950534c,680655c0c17b53f9,speed_limit_compliance,1.0,1.0,0.0
high_magnitude_speed,986fb7485950534c,680655c0c17b53f9,time_to_collision_within_bound,1.0,0.0,1.0
high_magnitude_speed,986fb7485950534c,680655c0c17b53f9,driving_direction_compliance,1.0,1.0,0.0
high_magnitude_speed,986fb7485950534c,680655c0c17b53f9,no_ego_at_fault_collisions,1.0,0.0,1.0
high_magnitude_speed,986fb7485950534c,680655c0c17b53f9,ego_is_making_progress,1.0,1.0,0.0
on_stopline_traffic_light,d22e2501aa9e5e2c,07d6d718431b58dd,ego_is_comfortable,1.0,1.0,0.0
on_stopline_traffic_light,d22e2501aa9e5e2c,07d6d718431b58dd,ego_progress_along_expert_route,1.0,1.0,0.0
on_stopline_traffic_light,d22e2501aa9e5e2c,07d6d718431b58dd,speed_limit_compliance,1.0,1.0,0.0
on_stopline_traffic_light,d22e2501aa9e5e2c,07d6d718431b58dd,time_to_collision_within_bound,1.0,1.0,0.0
on_stopline_traffic_light,d22e2501aa9e5e2c,07d6d718431b58dd,driving_direction_compliance,1.0,1.0,0.0
on_stopline_traffic_light,d22e2501aa9e5e2c,07d6d718431b58dd,no_ego_at_fault_collisions,1.0,1.0,0.0
on_stopline_traffic_light,d22e2501aa9e5e2c,07d6d718431b58dd,ego_is_making_progress,1.0,1.0,0.0
on_stopline_stop_sign,afe2512625985226,99dba5f2f81a5dac,ego_is_comfortable,1.0,1.0,0.0
on_stopline_stop_sign,afe2512625985226,99dba5f2f81a5dac,ego_progress_along_expert_route,1.0,1.0,0.0
on_stopline_stop_sign,afe2512625985226,99dba5f2f81a5dac,speed_limit_compliance,1.0,1.0,0.0
on_stopline_stop_sign,afe2512625985226,99dba5f2f81a5dac,time_to_collision_within_bound,1.0,1.0,0.0
on_stopline_stop_sign,afe2512625985226,99dba5f2f81a5dac,driving_direction_compliance,1.0,1.0,0.0
on_stopline_stop_sign,afe2512625985226,99dba5f2f81a5dac,no_ego_at_fault_collisions,1.0,1.0,0.0
on_stopline_stop_sign,afe2512625985226,99dba5f2f81a5dac,ego_is_making_progress,1.0,1.0,0.0
medium_magnitude_speed,39d2efa2c3415300,d0f0228cd0d05c4a,ego_is_comfortable,1.0,1.0,0.0
medium_magnitude_speed,39d2efa2c3415300,d0f0228cd0d05c4a,ego_progress_along_expert_route,1.0,1.0,0.0
medium_magnitude_speed,39d2efa2c3415300,d0f0228cd0d05c4a,speed_limit_compliance,1.0,1.0,0.0
medium_magnitude_speed,39d2efa2c3415300,d0f0228cd0d05c4a,time_to_collision_within_bound,1.0,1.0,0.0
medium_magnitude_speed,39d2efa2c3415300,d0f0228cd0d05c4a,driving_direction_compliance,1.0,1.0,0.0
medium_magnitude_speed,39d2efa2c3415300,d0f0228cd0d05c4a,no_ego_at_fault_collisions,1.0,1.0,0.0
medium_magnitude_speed,39d2efa2c3415300,d0f0228cd0d05c4a,ego_is_making_progress,1.0,1.0,0.0
medium_magnitude_speed,4d16677dccd05aa8,22e5ac24c024566d,ego_is_comfortable,1.0,1.0,0.0
medium_magnitude_speed,4d16677dccd05aa8,22e5ac24c024566d,ego_progress_along_expert_route,0.06106954750384552,1.0,-0.9389304524961545
medium_magnitude_speed,4d16677dccd05aa8,22e5ac24c024566d,speed_limit_compliance,1.0,1.0,0.0
medium_magnitude_speed,4d16677dccd05aa8,22e5ac24c024566d,time_to_collision_within_bound,1.0,1.0,0.0
medium_magnitude_speed,4d16677dccd05aa8,22e5ac24c024566d,driving_direction_compliance,1.0,1.0,0.0
medium_magnitude_speed,4d16677dccd05aa8,22e5ac24c024566d,no_ego_at_fault_collisions,1.0,1.0,0.0
medium_magnitude_speed,4d16677dccd05aa8,22e5ac24c024566d,ego_is_making_progress,0.0,1.0,-1.0
on_intersection,2e1639bf34b45aa7,a04455e0c0c75745,ego_is_comfortable,1.0,1.0,0.0
on_intersection,2e1639bf34b45aa7,a04455e0c0c75745,ego_progress_along_expert_route,1.0,0.9506147246953726,0.04938527530462744
on_intersection,2e1639bf34b45aa7,a04455e0c0c75745,speed_limit_compliance,1.0,1.0,0.0
on_intersection,2e1639bf34b45aa7,a04455e0c0c75745,time_to_collision_within_bound,0.0,0.0,0.0
on_intersection,2e1639bf34b45aa7,a04455e0c0c75745,driving_direction_compliance,1.0,1.0,0.0
on_intersection,2e1639bf34b45aa7,a04455e0c0c75745,no_ego_at_fault_collisions,1.0,1.0,0.0
on_intersection,2e1639bf34b45aa7,a04455e0c0c75745,ego_is_making_progress,1.0,1.0,0.0
on_intersection,b5ce55fce69c5543,a2d0c21791bd5e91,ego_is_comfortable,1.0,1.0,0.0
on_intersection,b5ce55fce69c5543,a2d0c21791bd5e91,ego_progress_along_expert_route,1.0,1.0,0.0
on_intersection,b5ce55fce69c5543,a2d0c21791bd5e91,speed_limit_compliance,1.0,1.0,0.0
on_intersection,b5ce55fce69c5543,a2d0c21791bd5e91,time_to_collision_within_bound,1.0,1.0,0.0
on_intersection,b5ce55fce69c5543,a2d0c21791bd5e91,driving_direction_compliance,1.0,1.0,0.0
on_intersection,b5ce55fce69c5543,a2d0c21791bd5e91,no_ego_at_fault_collisions,1.0,1.0,0.0
on_intersection,b5ce55fce69c5543,a2d0c21791bd5e91,ego_is_making_progress,1.0,1.0,0.0
low_magnitude_speed,4c7a22bc1dcc5b23,2e99f04d3e3f582b,ego_is_comfortable,1.0,1.0,0.0
low_magnitude_speed,4c7a22bc1dcc5b23,2e99f04d3e3f582b,ego_progress_along_expert_route,1.0,1.0,0.0
low_magnitude_speed,4c7a22bc1dcc5b23,2e99f04d3e3f582b,speed_limit_compliance,1.0,1.0,0.0
low_magnitude_speed,4c7a22bc1dcc5b23,2e99f04d3e3f582b,time_to_collision_within_bound,1.0,1.0,0.0
low_magnitude_speed,4c7a22bc1dcc5b23,2e99f04d3e3f582b,driving_direction_compliance,1.0,1.0,0.0
low_magnitude_speed,4c7a22bc1dcc5b23,2e99f04d3e3f582b,no_ego_at_fault_collisions,1.0,1.0,0.0
low_magnitude_speed,4c7a22bc1dcc5b23,2e99f04d3e3f582b,ego_is_making_progress,1.0,1.0,0.0
near_trafficcone_on_driveable,6e8d1690f3e75b22,899ed9ca42d750c6,ego_is_comfortable,1.0,1.0,0.0
near_trafficcone_on_driveable,6e8d1690f3e75b22,899ed9ca42d750c6,ego_progress_along_expert_route,0.7741871714912879,0.9260594763617298,-0.1518723048704419
near_trafficcone_on_driveable,6e8d1690f3e75b22,899ed9ca42d750c6,speed_limit_compliance,1.0,1.0,0.0
near_trafficcone_on_driveable,6e8d1690f3e75b22,899ed9ca42d750c6,time_to_collision_within_bound,1.0,1.0,0.0
near_trafficcone_on_driveable,6e8d1690f3e75b22,899ed9ca42d750c6,driving_direction_compliance,1.0,1.0,0.0
near_trafficcone_on_driveable,6e8d1690f3e75b22,899ed9ca42d750c6,no_ego_at_fault_collisions,1.0,1.0,0.0
near_trafficcone_on_driveable,6e8d1690f3e75b22,899ed9ca42d750c6,ego_is_making_progress,1.0,1.0,0.0
medium_magnitude_speed,e44773ed79ed54d3,7663b420c15e56d1,ego_is_comfortable,1.0,1.0,0.0
